item_id,status,created_at,sku,price,qty_ordered,grand_total,increment_id,category_name_1,sales_commission_code,discount_amount,payment_method,Working Date,BI Status, MV ,Year,Month,Customer Since,M-Y,FY,Customer ID
225653,complete,08-06-2016,emart_0-20,899,1,899,100157413,Appliances,C-MUX-104110,0,cod,08-06-2016,Net,899,2016,8,2016-7,Aug-16,FY17,130
225652,complete,08-06-2016,kcc_krone deal,360,1,360,100157412,Beauty & Grooming,C-MUX-48107,0,cod,08-06-2016,Net,360,2016,8,2016-8,Aug-16,FY17,2512
225654,complete,08-06-2016,kcc_krone deal,360,1,360,100157414,Beauty & Grooming,C-MUX-48107,0,cod,08-06-2016,Net,360,2016,8,2016-8,Aug-16,FY17,2512
225655,complete,08-06-2016,kcc_krone deal,360,1,360,100157415,Beauty & Grooming,C-MUX-48107,0,cod,08-06-2016,Net,360,2016,8,2016-8,Aug-16,FY17,2512
225656,canceled,08-06-2016,AKL_A131133560_MS-32_Pink,2275,1,2275,100157416,Women's Fashion,\N,0,cod,08-06-2016,Gross,"2,275",2016,8,2016-8,Aug-16,FY17,3041
225657,order_refunded,08-06-2016,Mardaz_EN6YGNAF-green-M,349,2,698,100157417,Men's Fashion,\N,0,cod,08-06-2016,Valid,698,2016,8,2016-8,Aug-16,FY17,3042
225660,complete,08-06-2016,Senorita_KAK-739-SGN-22,1220,1,1220,100157419,Kids & Baby,\N,0,ublcreditcard,08-06-2016,Net,"1,220",2016,8,2016-8,Aug-16,FY17,3043
225659,canceled,08-06-2016,zaid ul shifa_Pain Release Oil,1500,1,1500,100157418,Health & Sports,\N,0,cod,08-06-2016,Gross,"1,500",2016,8,2016-8,Aug-16,FY17,3044
225662,order_refunded,08-06-2016,zaid ul shifa_Pain Release Oil,1500,1,1500,100157420,Health & Sports,45252,0,cod,08-06-2016,Valid,"1,500",2016,8,2016-8,Aug-16,FY17,3044
225665,complete,08-06-2016,C-tee_Independence Day Kids Yellow T-Shirt-S,295,1,295,100157422,Kids & Baby,1234,0,cod,08-06-2016,Net,295,2016,8,2016-8,Aug-16,FY17,3045
225663,complete,08-06-2016,TTmachine_pakistan05-XL,399,1,399,100157421,Men's Fashion,\N,0,cod,08-06-2016,Net,399,2016,8,2016-8,Aug-16,FY17,2512
225667,complete,08-06-2016,TTmachine_pakistan05-XL,399,1,399,100157423,Men's Fashion,C-MUX-48107,0,cod,08-06-2016,Net,399,2016,8,2016-8,Aug-16,FY17,2512
225669,complete,08-06-2016,liberty_9780751565355,1756,1,1756,100157424,Books,\N,0,cod,08-06-2016,Net,"1,756",2016,8,2016-8,Aug-16,FY17,3046
225670,complete,08-06-2016,Audionic6-954217-511269,450,1,0,100157425,Computing,\N,0,customercredit,08-06-2016,Net,450,2016,8,2016-7,Aug-16,FY17,435
225671,complete,08-06-2016,TTmachine_pakistan05-XL,399,1,399,100157426,Men's Fashion,C-MUX-48107,0,cod,08-06-2016,Net,399,2016,8,2016-8,Aug-16,FY17,2512
225673,complete,08-06-2016,Audionic_LT-475 ,275,1,550,100157427,Computing,\N,0,cod,08-06-2016,Net,275,2016,8,2016-7,Aug-16,FY17,978
225674,complete,08-06-2016,Audionic_ LT-480 ,275,1,550,100157427,Computing,\N,0,cod,08-06-2016,Net,275,2016,8,2016-7,Aug-16,FY17,978
225675,order_refunded,08-06-2016,TTmachine_pakistan03-L,399,1,399,100157428,Men's Fashion,57148,0,cod,08-06-2016,Valid,399,2016,8,2016-7,Aug-16,FY17,1489
225680,complete,08-06-2016,J&J_JJNR29,495,2,990,100157430,Kids & Baby,\N,0,cod,08-06-2016,Net,990,2016,8,2016-8,Aug-16,FY17,3047
225677,closed,08-06-2016,CPW- 8B Brown ,1500,1,2050,100157429,Men's Fashion,\N,0,cod,08-06-2016,Net,"1,500",2016,8,2016-7,Aug-16,FY17,1783
225678,closed,08-06-2016,itter_AB 1219,250,1,2050,100157429,Beauty & Grooming,\N,0,cod,08-06-2016,Net,250,2016,8,2016-7,Aug-16,FY17,1783
225679,closed,08-06-2016,itter_AB 1214,300,1,2050,100157429,Beauty & Grooming,\N,0,cod,08-06-2016,Net,300,2016,8,2016-7,Aug-16,FY17,1783
225681,complete,08-06-2016,UK_ Cake Rusk Original 350 Gms,190,1,190,100157431,Soghaat,\N,0,cod,08-06-2016,Net,190,2016,8,2016-7,Aug-16,FY17,1626
225682,complete,08-06-2016,Mardaz_3green-Multicolor-S,949,1,949,100157432,Men's Fashion,35263,0,cod,08-06-2016,Net,949,2016,8,2016-8,Aug-16,FY17,2776
225684,complete,08-06-2016,Mardaz_3green-Multicolor-S,949,1,949,100157433,Men's Fashion,35263,0,cod,08-06-2016,Net,949,2016,8,2016-8,Aug-16,FY17,2776
225687,complete,08-06-2016,C-tee_Pack of 3 Independence Day Kids T-Shirts-XL,720,1,720,100157435,Kids & Baby,35263,0,cod,08-06-2016,Net,720,2016,8,2016-8,Aug-16,FY17,2776
225686,order_refunded,08-06-2016,Q MOBILE Noir W35,5350,1,5350,100157434,Mobiles & Tablets,R-FSD-58130,0,cod,08-06-2016,Valid,"5,350",2016,8,2016-7,Aug-16,FY17,20
225689,complete,08-06-2016,C-tee_Pack of 3 Independence Day Kids T-Shirts-XL,720,1,720,100157436,Kids & Baby,52133,0,cod,08-06-2016,Net,720,2016,8,2016-8,Aug-16,FY17,2776
225693,complete,08-06-2016,ISN's 100% Whey Protein Chocolate,2500,1,2500,100157438,Health & Sports,\N,0,cod,08-06-2016,Net,"2,500",2016,8,2016-8,Aug-16,FY17,3048
225691,order_refunded,08-06-2016,C-tee_Pack of 3 Independence Day Kids T-Shirts-L,720,1,720,100157437,Kids & Baby,52133,0,cod,08-06-2016,Valid,720,2016,8,2016-8,Aug-16,FY17,2776
225694,complete,08-06-2016,TTmachine_pakistan05-L,399,1,0,100157439,Men's Fashion,R-FSD-58130,0,customercredit,08-06-2016,Net,399,2016,8,2016-7,Aug-16,FY17,20
225698,complete,08-06-2016,BK5110500,500,1,500,100157442,Soghaat,\N,0,cod,08-06-2016,Net,500,2016,8,2016-7,Aug-16,FY17,1374
225696,complete,08-06-2016,Audionic X-BOOM 5 Black,1761,1,1761,100157440,Computing,\N,0,cod,08-06-2016,Net,"1,761",2016,8,2016-8,Aug-16,FY17,3049
225697,complete,08-06-2016,nabila_Ngage FOR Honey,6900,1,6900,100157441,Beauty & Grooming,\N,0,cod,08-06-2016,Net,"6,900",2016,8,2016-8,Aug-16,FY17,3050
225699,canceled,08-06-2016,INFIINIX_HOT S X521,16899,1,16899,100157443,Mobiles & Tablets,\N,0,cod,08-06-2016,Gross,"16,899",2016,8,2016-8,Aug-16,FY17,3051
225700,complete,08-06-2016,TTmachine_pakistan05-L,399,1,399,100157444,Men's Fashion,R-FSD-58130,0,cod,08-06-2016,Net,399,2016,8,2016-7,Aug-16,FY17,20
225702,complete,08-06-2016,Infinix Hot S Hazir-Gold-Lahore,16899,1,16899,100157445,Mobiles & Tablets,\N,0,cod,08-06-2016,Net,"16,899",2016,8,2016-8,Aug-16,FY17,3052
225704,complete,08-06-2016,C-tee_Pack of 3 Independence Day  T-Shirts-M,910,1,910,100157446,Men's Fashion,R-HDD-106533,0,cod,08-06-2016,Net,910,2016,8,2016-7,Aug-16,FY17,1474
225706,complete,08-06-2016,kcc_Berrylicious,120,3,360,100157447,Home & Living,\N,0,cod,08-06-2016,Net,360,2016,8,2016-7,Aug-16,FY17,566
225709,complete,08-06-2016,infinix_Note 2 Grey,15999,1,15999,100157449,Mobiles & Tablets,C-GUJ-44347,0,cod,08-06-2016,Net,"15,999",2016,8,2016-7,Aug-16,FY17,137
225707,complete,08-06-2016,TTmachine_pakistan05-L,399,1,399,100157448,Men's Fashion,C-MUX-103889,0,cod,08-06-2016,Net,399,2016,8,2016-8,Aug-16,FY17,2512
225710,complete,08-06-2016,Infinix Hot S Hazir-Gold-Rawalpindi,16899,1,16899,100157450,Mobiles & Tablets,\N,0,cod,08-06-2016,Net,"16,899",2016,8,2016-8,Aug-16,FY17,3053
225712,complete,08-06-2016,Infinix Hot S Hazir-Gold-Lahore,16899,1,16899,100157451,Mobiles & Tablets,\N,0,cod,08-06-2016,Net,"16,899",2016,8,2016-8,Aug-16,FY17,3051
225714,complete,08-06-2016,samsung_ EO-EG920BW_75,1490,1,1490,100157452,Mobiles & Tablets,\N,0,cod,08-06-2016,Net,"1,490",2016,8,2016-8,Aug-16,FY17,3054
225715,complete,08-06-2016,Audionic_B-710,1175,1,1175,100157453,Computing,\N,0,cod,08-06-2016,Net,"1,175",2016,8,2016-8,Aug-16,FY17,3055
225716,order_refunded,08-06-2016,greenroot_Miracle Oil,1500,1,1500,100157454,Health & Sports,C SKZ 41328,0,cod,08-06-2016,Valid,"1,500",2016,8,2016-7,Aug-16,FY17,56
225717,canceled,08-06-2016,cr_CHANA SWEET MIX SUPER-200 GM,85,1,85,100157455,Soghaat,\N,0,cod,08-06-2016,Gross,85,2016,8,2016-8,Aug-16,FY17,3056
225718,complete,08-06-2016,Bparcel_dell-65w,1180,1,1180,100157456,Computing,\N,0,cod,08-06-2016,Net,"1,180",2016,8,2016-8,Aug-16,FY17,3057
225719,complete,08-06-2016,C-tee_Pack of 3 Chand Sitara T-Shirts-M,910,1,910,100157457,Men's Fashion,C-MUX-43685,0,cod,08-06-2016,Net,910,2016,8,2016-7,Aug-16,FY17,813
225721,complete,08-06-2016,PucaM_SS-15-BROWN-42,1360,1,1360,100157458,Men's Fashion,\N,0,cod,08-06-2016,Net,"1,360",2016,8,2016-8,Aug-16,FY17,3058
225723,canceled,08-06-2016,LC_8002135125209,5200,1,5200,100157459,\N,\N,0,mygateway,08-06-2016,Gross,"5,200",2016,8,2016-7,Aug-16,FY17,2081
225724,complete,08-06-2016,Mardaz_EN6YGNAF-green-M,349,1,349,100157460,Men's Fashion,R-Isb-58059,0,cod,08-06-2016,Net,349,2016,8,2016-7,Aug-16,FY17,79
225726,complete,08-06-2016,Mardaz_EN6YGNAF-green-M,349,1,349,100157461,Men's Fashion,R-Isb-58059,0,cod,08-06-2016,Net,349,2016,8,2016-7,Aug-16,FY17,79
225728,order_refunded,08-06-2016,C-tee_Pack of 3 Independence Day  T-Shirts-XL,910,1,910,100157462,Men's Fashion,C-MUX-41256,0,cod,08-06-2016,Valid,910,2016,8,2016-7,Aug-16,FY17,813
225730,order_refunded,08-06-2016,kcc_blaze,99,1,99,100157463,Beauty & Grooming,C-MUX-41256,0,cod,08-06-2016,Valid,99,2016,8,2016-7,Aug-16,FY17,813
225731,order_refunded,08-06-2016,mau_116373,600,1,600,100157464,Beauty & Grooming,\N,0,cod,08-06-2016,Valid,600,2016,8,2016-7,Aug-16,FY17,36
225732,order_refunded,08-06-2016,infinix_Note 2 Gold,15999,1,15999,100157465,Mobiles & Tablets,\N,0,cod,08-06-2016,Valid,"15,999",2016,8,2016-8,Aug-16,FY17,3059
225733,complete,08-06-2016,UK_Namkino Coated Peanuts 200 Gms,100,1,100,100157466,Soghaat,C-MUX-43685,0,cod,08-06-2016,Net,100,2016,8,2016-7,Aug-16,FY17,813
225734,complete,08-06-2016,UK_ Namkino Lajawab Mix 200 Gms,80,1,80,100157467,Soghaat,C-MUX-43685,0,cod,08-06-2016,Net,80,2016,8,2016-7,Aug-16,FY17,813
225735,complete,08-06-2016,UK_Namkino All In One 200 Gms,80,1,80,100157468,Soghaat,C-MUX-43685,0,cod,08-06-2016,Net,80,2016,8,2016-7,Aug-16,FY17,813
225736,complete,08-06-2016,Infinix Hot S Hazir-Gold-Lahore,16899,1,16899,100157469,Mobiles & Tablets,\N,0,cod,08-06-2016,Net,"16,899",2016,8,2016-8,Aug-16,FY17,3060
225738,complete,08-06-2016,UK_ Namkino Lajawab Mix 200 Gms,80,1,80,100157470,Soghaat,C-MUX-43685,0,cod,08-06-2016,Net,80,2016,8,2016-7,Aug-16,FY17,813
225740,complete,08-06-2016,C-tee_Independence Day Kids Yellow T-Shirt-L,295,1,295,100157472,Kids & Baby,r-mux-15725,0,cod,08-06-2016,Net,295,2016,8,2016-8,Aug-16,FY17,3061
225739,complete,08-06-2016,UK_Namkino All In One 200 Gms,80,1,80,100157471,Soghaat,C-MUX-43685,0,cod,08-06-2016,Net,80,2016,8,2016-7,Aug-16,FY17,813
225742,complete,08-06-2016,UK_Namkino Aaloo Sev 200 Gms,80,1,80,100157473,Soghaat,C-MUX-43685,0,cod,08-06-2016,Net,80,2016,8,2016-7,Aug-16,FY17,813
225743,order_refunded,08-06-2016,INFIINIX_HOT S X521,16899,1,16899,100157474,Mobiles & Tablets,\N,0,cod,08-06-2016,Valid,"16,899",2016,8,2016-8,Aug-16,FY17,3062
225744,canceled,08-06-2016,Haier i70,12530,1,12530,100157475,Mobiles & Tablets,343434343,0,cod,08-06-2016,Gross,"12,530",2016,8,2016-8,Aug-16,FY17,3063
225745,order_refunded,08-06-2016,Audionic_ECCO AH-715,390,1,390,100157476,Computing,\N,0,cod,08-06-2016,Valid,390,2016,8,2016-8,Aug-16,FY17,3064
225746,complete,08-06-2016,emart_00-1,895,1,895,100157477,\N,\N,0,cod,08-06-2016,Net,895,2016,8,2016-8,Aug-16,FY17,3065
225747,order_refunded,08-06-2016,kcc_Social Pocket Perfume,120,1,120,100157478,Beauty & Grooming,\N,0,cod,08-06-2016,Valid,120,2016,8,2016-7,Aug-16,FY17,2388
225748,canceled,08-07-2016,Edifier_ K210,1260,1,1260,100157479,Mobiles & Tablets,\N,0,cod,08-07-2016,Gross,"1,260",2016,8,2016-8,Aug-16,FY17,3066
225749,complete,08-07-2016,VITAMIN_KOJIC ACID WHITENING CREAM,350,1,350,100157480,Beauty & Grooming,\N,0,cod,08-07-2016,Net,350,2016,8,2016-8,Aug-16,FY17,3067
225750,complete,08-07-2016,qzs_Maroon Polo Shirt,850,1,850,100157481,Men's Fashion,\N,0,cod,08-07-2016,Net,850,2016,8,2016-7,Aug-16,FY17,2276
225751,order_refunded,08-07-2016,liberty_9780751565355,1756,1,1756,100157482,Books,\N,0,cod,08-07-2016,Valid,"1,756",2016,8,2016-8,Aug-16,FY17,3068
225752,order_refunded,08-07-2016,Audionic_B-710,1175,1,1175,100157483,Computing,\N,0,cod,08-07-2016,Valid,"1,175",2016,8,2016-8,Aug-16,FY17,3069
225753,complete,08-07-2016,RS_Coconut Bites,140,2,280,100157484,Soghaat,\N,0,cod,08-07-2016,Net,280,2016,8,2016-7,Aug-16,FY17,748
225754,complete,08-07-2016,Infinix Hot S Hazir-Gold-Lahore,16899,1,16899,100157485,Mobiles & Tablets,\N,0,cod,08-07-2016,Net,"16,899",2016,8,2016-8,Aug-16,FY17,3070
225756,canceled,08-07-2016,INFIINIX_HOT S X521,16899,1,16899,100157486,Mobiles & Tablets,\N,0,ublcreditcard,08-07-2016,Gross,"16,899",2016,8,2016-8,Aug-16,FY17,3071
225757,canceled,08-07-2016,Samsung Galaxy S7 Edge,88999,1,88999,100157487,Mobiles & Tablets,\N,0,mygateway,08-07-2016,Gross,"88,999",2016,8,2016-8,Aug-16,FY17,3071
225758,canceled,08-07-2016,mm_Samsung Galaxy Note Edge N915,89000,1,89000,100157488,Mobiles & Tablets,\N,0,ublcreditcard,08-07-2016,Gross,"89,000",2016,8,2016-8,Aug-16,FY17,3071
225759,canceled,08-07-2016,INFIINIX_HOT S X521,16899,1,16899,100157489,Mobiles & Tablets,\N,0,ublcreditcard,08-07-2016,Gross,"16,899",2016,8,2016-8,Aug-16,FY17,3071
225760,canceled,08-07-2016,Fpakistan_FP002,874,1,874,100157490,Home & Living,\N,0,mygateway,08-07-2016,Gross,874,2016,8,2016-8,Aug-16,FY17,3072
225761,complete,08-07-2016,Paramount_9789812808158,465,1,1105,100157491,School & Education,\N,0,cod,08-07-2016,Net,465,2016,8,2016-8,Aug-16,FY17,3073
225762,complete,08-07-2016,Paramount_9789812856319,245,1,1105,100157491,School & Education,\N,0,cod,08-07-2016,Net,245,2016,8,2016-8,Aug-16,FY17,3073
225763,complete,08-07-2016,oxford_9780199127252,265,1,1105,100157491,School & Education,\N,0,cod,08-07-2016,Net,265,2016,8,2016-8,Aug-16,FY17,3073
225764,complete,08-07-2016,PC_SCHL-FLT-003-6-7,65,1,1105,100157491,School & Education,\N,0,cod,08-07-2016,Net,65,2016,8,2016-8,Aug-16,FY17,3073
225765,complete,08-07-2016,PC_SCHL-RIB-002 -8-9,65,1,1105,100157491,School & Education,\N,0,cod,08-07-2016,Net,65,2016,8,2016-8,Aug-16,FY17,3073
225766,complete,08-07-2016,Infinix Hot S Hazir-Gold-Karachi,16899,1,16899,100157492,Mobiles & Tablets,\N,0,cod,08-07-2016,Net,"16,899",2016,8,2016-8,Aug-16,FY17,3074
225768,complete,08-07-2016,Rajesh_RAJ76,800,1,800,100157493,Superstore,\N,0,cod,08-07-2016,Net,800,2016,8,2016-8,Aug-16,FY17,3075
225769,canceled,08-07-2016,Al Muhafiz Sohan Halwa Walnut,510,1,510,100157494,Soghaat,\N,0,cod,08-07-2016,Gross,510,2016,8,2016-8,Aug-16,FY17,3076
225770,complete,08-07-2016,samsung_EP-TA20U_51,1490,1,2980,100157495,Mobiles & Tablets,\N,0,cod,08-07-2016,Net,"1,490",2016,8,2016-8,Aug-16,FY17,3066
225771,complete,08-07-2016,samsung_ EO-EG920BW_75,1490,1,2980,100157495,Mobiles & Tablets,\N,0,cod,08-07-2016,Net,"1,490",2016,8,2016-8,Aug-16,FY17,3066
225772,complete,08-07-2016,twh_TSM958-L,450,1,450,100157496,Men's Fashion,\N,0,cod,08-07-2016,Net,450,2016,8,2016-8,Aug-16,FY17,3077
225774,complete,08-07-2016,vitamin_Royal Jelly 500,800,1,800,100157497,Health & Sports,\N,0,cod,08-07-2016,Net,800,2016,8,2016-8,Aug-16,FY17,3078
225775,order_refunded,08-07-2016,C-tee_Support the Army White T-Shirt-M,399,1,399,100157498,Men's Fashion,\N,0,cod,08-07-2016,Valid,399,2016,8,2016-8,Aug-16,FY17,3079
225777,order_refunded,08-07-2016,emo_Emo-MH-19888-S,455,1,455,100157499,Men's Fashion,\N,0,cod,08-07-2016,Valid,455,2016,8,2016-7,Aug-16,FY17,641
225779,canceled,08-07-2016,TTmachine_pakistan05-S,399,1,399,100157500,Men's Fashion,\N,0,cod,08-07-2016,Gross,399,2016,8,2016-8,Aug-16,FY17,3080
225781,complete,08-07-2016,C-tee_Independence Day Kids Yellow T-Shirt-M,295,1,295,100157501,Kids & Baby,R-GUJ-105250,0,cod,08-07-2016,Net,295,2016,8,2016-7,Aug-16,FY17,2265
225783,complete,08-07-2016,TTmachine_pakistan04-M,399,1,399,100157502,Men's Fashion,\N,0,cod,08-07-2016,Net,399,2016,8,2016-8,Aug-16,FY17,3081
225785,canceled,08-07-2016,liberty_9780751565355,1756,1,1756,100157503,Books,\N,0,cod,08-07-2016,Gross,"1,756",2016,8,2016-8,Aug-16,FY17,3082
225786,order_refunded,08-07-2016,Mardaz_EN6YGNAF-green-M,349,1,349,100157504,Men's Fashion,\N,0,cod,08-07-2016,Valid,349,2016,8,2016-8,Aug-16,FY17,2978
225788,complete,08-07-2016,TTmachine_pakistan03-M,399,1,399,100157505,Men's Fashion,\N,0,cod,08-07-2016,Net,399,2016,8,2016-8,Aug-16,FY17,3083
225790,complete,08-07-2016,C-tee_Independence Day Kids Yellow T-Shirt-S,295,1,295,100157506,Kids & Baby,\N,0,cod,08-07-2016,Net,295,2016,8,2016-8,Aug-16,FY17,3084
225792,canceled,08-07-2016,Xenium_JC-2016129,300,1,600,100157507,Mobiles & Tablets,\N,0,cod,08-07-2016,Gross,300,2016,8,2016-8,Aug-16,FY17,3074
225793,canceled,08-07-2016,Xenium_TG-201653,300,1,600,100157507,Mobiles & Tablets,\N,0,cod,08-07-2016,Gross,300,2016,8,2016-8,Aug-16,FY17,3074
225794,order_refunded,08-07-2016,TTmachine_pakistan02-M,399,1,399,100157508,Men's Fashion,\N,0,cod,08-07-2016,Valid,399,2016,8,2016-8,Aug-16,FY17,3084
225796,canceled,08-07-2016,stinnos_A024-Anger,500,1,500,100157509,Kids & Baby,\N,0,cod,08-07-2016,Gross,500,2016,8,2016-8,Aug-16,FY17,3085
225797,canceled,08-07-2016,Getiit_Fun,2600,1,2600,100157510,Men's Fashion,\N,0,mygateway,08-07-2016,Gross,"2,600",2016,8,2016-8,Aug-16,FY17,3086
225798,complete,08-07-2016,Eglo_13359,2000,1,2000,100157511,Home & Living,\N,0,cod,08-07-2016,Net,"2,000",2016,8,2016-8,Aug-16,FY17,3087
225799,complete,08-07-2016,Infinix Hot S Hazir-Gold-Lahore,16899,1,16899,100157512,Mobiles & Tablets,\N,0,cod,08-07-2016,Net,"16,899",2016,8,2016-8,Aug-16,FY17,3088
225801,canceled,08-07-2016,rebelz_Batman v Superman 4 Subjects Notebook,270,1,270,100157513,School & Education,\N,0,cod,08-07-2016,Gross,270,2016,8,2016-8,Aug-16,FY17,3085
225803,complete,08-07-2016,kcc_hunt,99,1,297,100157515,Beauty & Grooming,\N,0,cod,08-07-2016,Net,99,2016,8,2016-8,Aug-16,FY17,3089
225804,complete,08-07-2016,kcc_effect,99,1,297,100157515,Beauty & Grooming,\N,0,cod,08-07-2016,Net,99,2016,8,2016-8,Aug-16,FY17,3089
225805,complete,08-07-2016,kcc_blaze,99,1,297,100157515,Beauty & Grooming,\N,0,cod,08-07-2016,Net,99,2016,8,2016-8,Aug-16,FY17,3089
225802,complete,08-07-2016,Infinix_Hot 3 Pro X553 ,15199,1,15199,100157514,Mobiles & Tablets,\N,0,cod,08-07-2016,Net,"15,199",2016,8,2016-8,Aug-16,FY17,3090
225806,complete,08-07-2016,Audionic_BT-130,1525,1,1525,100157516,Mobiles & Tablets,\N,0,cod,08-07-2016,Net,"1,525",2016,8,2016-7,Aug-16,FY17,36
225807,order_refunded,08-07-2016,Nvite for Fair Skin No Makeup Face Perfecting Palette,6900,1,6900,100157517,Beauty & Grooming,\N,0,cod,08-07-2016,Valid,"6,900",2016,8,2016-8,Aug-16,FY17,3091
225808,refund,08-07-2016,Infinix_Hot 3 Pro X553 ,15199,1,15199,100157518,Mobiles & Tablets,\N,0,cod,08-07-2016,Valid,"15,199",2016,8,2016-7,Aug-16,FY17,1986
225809,complete,08-07-2016,emart_0-38,1280,1,1280,100157519,Home & Living,\N,0,cod,08-07-2016,Net,"1,280",2016,8,2016-8,Aug-16,FY17,3092
225810,complete,08-07-2016,liberty_9780751565355,1756,1,1756,100157520,Books,\N,0,cod,08-07-2016,Net,"1,756",2016,8,2016-8,Aug-16,FY17,3093
225811,order_refunded,08-07-2016,Bparcel_2600mAh-BLACK,280,1,280,100157521,Mobiles & Tablets,\N,0,cod,08-07-2016,Valid,280,2016,8,2016-8,Aug-16,FY17,3094
225812,canceled,08-07-2016,Eco Star_40U557,30415,1,30415,100157522,Entertainment,\N,0,cod,08-07-2016,Gross,"30,415",2016,8,2016-8,Aug-16,FY17,3095
225813,complete,08-07-2016,kcc_force,99,1,99,100157523,Beauty & Grooming,\N,0,cod,08-07-2016,Net,99,2016,8,2016-8,Aug-16,FY17,3096
225814,complete,08-07-2016,Infinix Hot S Hazir-Gold-Lahore,16899,1,16899,100157524,Mobiles & Tablets,\N,0,cod,08-07-2016,Net,"16,899",2016,8,2016-8,Aug-16,FY17,3097
225816,canceled,08-07-2016,Bparcel_2600mAh-BLACK,280,1,280,100157525,Mobiles & Tablets,\N,0,cod,08-07-2016,Gross,280,2016,8,2016-8,Aug-16,FY17,3094
225817,order_refunded,08-07-2016,kcc_krone deal,360,3,1080,100157526,Beauty & Grooming,R-GUJ-100905,0,cod,08-07-2016,Valid,"1,080",2016,8,2016-8,Aug-16,FY17,3098
225818,complete,08-07-2016,infinix_Note 2 Gold,15999,1,15999,100157527,Mobiles & Tablets,\N,0,cod,08-07-2016,Net,"15,999",2016,8,2016-8,Aug-16,FY17,3099
225819,complete,08-07-2016,TTmachine_pakistan05-L,399,1,399,100157528,Men's Fashion,\N,0,cod,08-07-2016,Net,399,2016,8,2016-7,Aug-16,FY17,1626
225821,complete,08-07-2016,bata_leena-6618940-38-5,399,1,399,100157529,Women's Fashion,C-MUX-104110,0,cod,08-07-2016,Net,399,2016,8,2016-8,Aug-16,FY17,3100
225823,canceled,08-07-2016,cr_SESAME BALL,70,1,70,100157530,Soghaat,\N,0,cod,08-07-2016,Gross,70,2016,8,2016-8,Aug-16,FY17,3101
225824,complete,08-07-2016,tcl_32 inch D2730 Golive-2 LED TV,25520,1,25520,100157531,Entertainment,104901,0,cod,08-07-2016,Net,"25,520",2016,8,2016-8,Aug-16,FY17,3102
225825,refund,08-07-2016,Mardaz_EN6YGNAF-green-L,349,1,1599,100157532,Men's Fashion,\N,0,cod,08-07-2016,Valid,349,2016,8,2016-8,Aug-16,FY17,3077
225827,refund,08-07-2016,Mardaz_MDZ-956-green-Free size,1250,1,1599,100157532,Women's Fashion,\N,0,cod,08-07-2016,Valid,"1,250",2016,8,2016-8,Aug-16,FY17,3077
225829,complete,08-07-2016,J&J_JJNR34,495,1,495,100157533,Kids & Baby,\N,0,cod,08-07-2016,Net,495,2016,8,2016-8,Aug-16,FY17,3103
225831,complete,08-07-2016,liberty_9780751565355,1756,1,1756,100157535,Books,\N,0,cod,08-07-2016,Net,"1,756",2016,8,2016-8,Aug-16,FY17,3104
225830,complete,08-07-2016,YC_Square Fancy Wall Clock,799,1,0,100157534,Home & Living,\N,0,productcredit,08-07-2016,Net,799,2016,8,2016-8,Aug-16,FY17,3105
225832,complete,08-07-2016,Infinix Hot S Hazir-Gold-Islamabad,16899,1,16899,100157536,Mobiles & Tablets,\N,0,cod,08-07-2016,Net,"16,899",2016,8,2016-8,Aug-16,FY17,3106
225834,complete,08-07-2016,TTmachine_pakistan05-L,399,2,798,100157537,Men's Fashion,\N,0,cod,08-07-2016,Net,798,2016,8,2016-8,Aug-16,FY17,3107
225836,complete,08-07-2016,kcc_blaze,99,1,99,100157538,Beauty & Grooming,\N,0,cod,08-07-2016,Net,99,2016,8,2016-8,Aug-16,FY17,3108
225837,complete,08-07-2016,liberty_9780751565355,1756,1,1756,100157539,Books,\N,0,cod,08-07-2016,Net,"1,756",2016,8,2016-8,Aug-16,FY17,3109
225838,canceled,08-07-2016,PucaM_atlas-black red-43,960,1,960,100157540,Men's Fashion,\N,0,mcblite,08-07-2016,Gross,960,2016,8,2016-8,Aug-16,FY17,3110
225840,complete,08-07-2016,sanasafinaz_march16_2A-Nationwide Delivery,4212,1,4212,100157541,Women's Fashion,\N,0,cod,08-07-2016,Net,"4,212",2016,8,2016-8,Aug-16,FY17,3111
225842,complete,08-07-2016,HR_Bombay Mixture 200g,210,1,210,100157542,Soghaat,\N,0,cod,08-07-2016,Net,210,2016,8,2016-7,Aug-16,FY17,1626
225843,complete,08-07-2016,TTmachine_pakistan03-M,399,1,399,100157543,Men's Fashion,47418,0,cod,08-07-2016,Net,399,2016,8,2016-8,Aug-16,FY17,3112
225845,canceled,08-07-2016,TTmachine_pakistan01-L,399,2,798,100157544,Men's Fashion,\N,0,cod,08-07-2016,Gross,798,2016,8,2016-8,Aug-16,FY17,3113
225847,complete,08-07-2016,sockoye_CB-Crew Black,299,2,598,100157545,Health & Sports,\N,0,cod,08-07-2016,Net,598,2016,8,2016-8,Aug-16,FY17,3114
225848,order_refunded,08-07-2016,Infinix_Hot 3 Pro X553 ,15199,1,15199,100157546,Mobiles & Tablets,\N,0,cod,08-07-2016,Valid,"15,199",2016,8,2016-8,Aug-16,FY17,3115
225849,complete,08-07-2016,TTmachine_pakistan01-L,399,3,1197,100157547,Men's Fashion,\N,0,cod,08-07-2016,Net,"1,197",2016,8,2016-8,Aug-16,FY17,3113
